Student ID,student_name,gender,grade,school_name,reading_score,math_score,School ID,type,size,budget
382,Lawrence Montgomery,M,11th,Huang High School,87,70,0,District,2917,1910635
383,Patricia Howard,F,11th,Huang High School,70,65,0,District,2917,1910635
384,Jessica Hanson,F,11th,Huang High School,84,55,0,District,2917,1910635
385,Donna Dean,F,10th,Huang High School,98,77,0,District,2917,1910635
386,Edwin Reid,M,9th,Huang High School,69,57,0,District,2917,1910635
387,Jodi Brown,F,12th,Huang High School,70,85,0,District,2917,1910635
388,Elizabeth Richard,F,9th,Huang High School,90,88,0,District,2917,1910635
389,Aaron Martinez,M,9th,Huang High School,85,72,0,District,2917,1910635
390,Stephen Fischer,M,9th,Huang High School,81,88,0,District,2917,1910635
391,Diana Reeves,F,11th,Huang High School,86,83,0,District,2917,1910635
392,Jeffrey Eaton,M,10th,Huang High School,99,90,0,District,2917,1910635
393,Evelyn Miller,F,9th,Huang High School,65,71,0,District,2917,1910635
394,Christopher Kidd,M,9th,Huang High School,97,55,0,District,2917,1910635
395,Sarah Adams,F,9th,Huang High School,91,62,0,District,2917,1910635
396,Melinda Nelson,F,12th,Huang High School,75,82,0,District,2917,1910635
397,Kevin Brooks,M,11th,Huang High School,78,72,0,District,2917,1910635
398,John Bowen,M,12th,Huang High School,77,56,0,District,2917,1910635
399,Tracie Abbott,F,12th,Huang High School,72,69,0,District,2917,1910635
400,Allen Foster,M,11th,Huang High School,93,65,0,District,2917,1910635
401,Kathryn Elliott,F,12th,Huang High School,63,91,0,District,2917,1910635
402,Christopher Walker,M,12th,Huang High School,94,66,0,District,2917,1910635
403,Cynthia Martin,F,11th,Huang High School,67,59,0,District,2917,1910635
404,Amanda Bennett,F,11th,Huang High School,88,97,0,District,2917,1910635
405,Dennis Padilla,M,11th,Huang High School,92,93,0,District,2917,1910635
406,Antonio Miller,M,11th,Huang High School,63,63,0,District,2917,1910635
407,Melissa Trevino,F,11th,Huang High School,71,56,0,District,2917,1910635
408,Andrew King,M,10th,Huang High School,99,80,0,District,2917,1910635
409,John Martinez,M,11th,Huang High School,68,76,0,District,2917,1910635
410,Lauren King,F,9th,Huang High School,74,82,0,District,2917,1910635
411,Stephanie Mercado,F,9th,Huang High School,93,98,0,District,2917,1910635
412,William Smith,M,11th,Huang High School,69,94,0,District,2917,1910635
413,Jonathan Marshall,M,12th,Huang High School,86,72,0,District,2917,1910635
414,Luke Lowery MD,M,10th,Huang High School,93,82,0,District,2917,1910635
415,Emily Reynolds,F,9th,Huang High School,88,99,0,District,2917,1910635
416,Kevin Mclean,M,9th,Huang High School,86,80,0,District,2917,1910635
417,Elizabeth Taylor,F,11th,Huang High School,97,84,0,District,2917,1910635
418,Pamela Rivas,F,11th,Huang High School,84,58,0,District,2917,1910635
419,Tammy Martin,F,9th,Huang High School,84,64,0,District,2917,1910635
420,Holly Watkins,F,9th,Huang High School,81,74,0,District,2917,1910635
421,Patrick Chen,M,9th,Huang High School,67,79,0,District,2917,1910635
422,Michelle Griffin,F,10th,Huang High School,85,81,0,District,2917,1910635
423,Theresa Andrews,F,12th,Huang High School,65,58,0,District,2917,1910635
424,Alan Henry,M,9th,Huang High School,63,81,0,District,2917,1910635
425,Dr. Larry Hines,M,10th,Huang High School,91,59,0,District,2917,1910635
426,Travis Frazier,M,12th,Huang High School,75,68,0,District,2917,1910635
427,Julie Jones,F,12th,Huang High School,74,68,0,District,2917,1910635
428,Natalie Reynolds,F,10th,Huang High School,77,70,0,District,2917,1910635
429,Jessica Cohen,F,10th,Huang High School,69,98,0,District,2917,1910635
430,Jason Robinson,M,12th,Huang High School,69,95,0,District,2917,1910635
431,Heather Palmer,F,9th,Huang High School,78,57,0,District,2917,1910635
432,Emily Cardenas MD,F,10th,Huang High School,77,87,0,District,2917,1910635
433,Scott Glover,M,12th,Huang High School,65,92,0,District,2917,1910635
434,Jacqueline White,F,12th,Huang High School,68,67,0,District,2917,1910635
435,Mrs. Elizabeth Espinoza DDS,F,9th,Huang High School,76,75,0,District,2917,1910635
436,Toni Porter,F,11th,Huang High School,92,72,0,District,2917,1910635
437,Jennifer Mejia,F,11th,Huang High School,90,59,0,District,2917,1910635
438,Brenda Peterson,F,10th,Huang High School,75,78,0,District,2917,1910635
439,Paul Hamilton,M,9th,Huang High School,73,72,0,District,2917,1910635
440,Patricia Nguyen,F,11th,Huang High School,83,56,0,District,2917,1910635
441,James Ho,M,12th,Huang High School,86,61,0,District,2917,1910635
442,Elizabeth Cohen,F,10th,Huang High School,97,61,0,District,2917,1910635
443,Stephanie Lane,F,9th,Huang High School,70,57,0,District,2917,1910635
444,Dawn Rhodes,F,12th,Huang High School,67,66,0,District,2917,1910635
445,Theresa Robinson,F,10th,Huang High School,63,65,0,District,2917,1910635
446,Breanna Mosley,F,9th,Huang High School,85,79,0,District,2917,1910635
447,Carmen Wilson,F,10th,Huang High School,69,92,0,District,2917,1910635
448,Ian Brown,M,9th,Huang High School,77,71,0,District,2917,1910635
449,Kathleen Matthews,F,11th,Huang High School,96,60,0,District,2917,1910635
450,Bryan Diaz,M,11th,Huang High School,64,84,0,District,2917,1910635
451,Gina Sweeney,F,11th,Huang High School,81,59,0,District,2917,1910635
452,Alan Garcia,M,10th,Huang High School,88,60,0,District,2917,1910635
453,Erik Wheeler,M,10th,Huang High School,94,58,0,District,2917,1910635
454,Stephanie Robles,F,9th,Huang High School,83,95,0,District,2917,1910635
455,Samantha Hanson,F,9th,Huang High School,83,61,0,District,2917,1910635
456,Christopher Williams,M,11th,Huang High School,89,83,0,District,2917,1910635
457,Stephanie Hart,F,12th,Huang High School,94,63,0,District,2917,1910635
458,Mrs. Lisa Becker,F,11th,Huang High School,84,68,0,District,2917,1910635
459,Bianca Johnson,F,9th,Huang High School,92,68,0,District,2917,1910635
460,Amy Steele,F,12th,Huang High School,67,63,0,District,2917,1910635
461,Gina Contreras,F,9th,Huang High School,92,92,0,District,2917,1910635
462,Jaime Alexander,F,10th,Huang High School,93,77,0,District,2917,1910635
463,Kevin Coleman,M,12th,Huang High School,88,77,0,District,2917,1910635
464,Caitlin Williams,F,10th,Huang High School,98,79,0,District,2917,1910635
465,Joseph Lloyd,M,9th,Huang High School,81,89,0,District,2917,1910635
466,Carrie Hernandez,F,11th,Huang High School,86,92,0,District,2917,1910635
467,Mr. Travis Young,M,10th,Huang High School,81,61,0,District,2917,1910635
468,Francis Wright,M,12th,Huang High School,63,92,0,District,2917,1910635
469,Joel Harper,M,9th,Huang High School,99,94,0,District,2917,1910635
470,Eduardo Park,M,9th,Huang High School,67,62,0,District,2917,1910635
471,Melissa Yoder,F,10th,Huang High School,95,74,0,District,2917,1910635
472,Donna Campbell,F,9th,Huang High School,82,64,0,District,2917,1910635
473,Connie Delacruz,F,9th,Huang High School,64,58,0,District,2917,1910635
474,Luis Parker,M,9th,Huang High School,89,95,0,District,2917,1910635
475,Pamela Watts,F,11th,Huang High School,82,58,0,District,2917,1910635
476,Lindsey Mitchell,F,10th,Huang High School,72,89,0,District,2917,1910635
477,Brenda Price,F,10th,Huang High School,79,75,0,District,2917,1910635
478,Joseph Howard,M,10th,Huang High School,90,61,0,District,2917,1910635
479,Amy Evans,F,10th,Huang High School,92,73,0,District,2917,1910635
480,Paula Fernandez DVM,F,9th,Huang High School,69,96,0,District,2917,1910635
481,Amber Cunningham,F,11th,Huang High School,97,86,0,District,2917,1910635
482,Preston Wheeler,M,10th,Huang High School,65,56,0,District,2917,1910635
483,James Lopez,M,9th,Huang High School,68,89,0,District,2917,1910635
484,Chad Drake,M,11th,Huang High School,67,99,0,District,2917,1910635
485,Samuel Blackburn,M,11th,Huang High School,73,96,0,District,2917,1910635
486,Shawn Nielsen,M,9th,Huang High School,86,81,0,District,2917,1910635
487,Eric Perez,M,10th,Huang High School,83,67,0,District,2917,1910635
488,Kevin Montgomery,M,12th,Huang High School,67,81,0,District,2917,1910635
489,Terry Thomas,M,9th,Huang High School,88,65,0,District,2917,1910635
490,Kim Meyer,F,9th,Huang High School,92,66,0,District,2917,1910635
491,Michael Townsend,M,10th,Huang High School,95,78,0,District,2917,1910635
492,Ronnie Rodriguez,M,10th,Huang High School,71,79,0,District,2917,1910635
493,Savannah Smith,F,10th,Huang High School,95,79,0,District,2917,1910635
494,Shane Nguyen,M,10th,Huang High School,74,65,0,District,2917,1910635
495,Michael Brown,M,12th,Huang High School,99,71,0,District,2917,1910635
496,Robert Young,M,9th,Huang High School,70,72,0,District,2917,1910635
497,Daniel Griffin,M,9th,Huang High School,74,98,0,District,2917,1910635
498,James Johnson,M,11th,Huang High School,73,80,0,District,2917,1910635
499,Mary Cox,F,10th,Huang High School,97,79,0,District,2917,1910635
500,Tina Aguirre,F,10th,Huang High School,86,90,0,District,2917,1910635
501,Jillian Mcdonald,F,9th,Huang High School,64,70,0,District,2917,1910635
502,Matthew Branch,M,10th,Huang High School,71,89,0,District,2917,1910635
503,Christopher Jordan,M,11th,Huang High School,78,84,0,District,2917,1910635
504,Victor Mcguire,M,11th,Huang High School,93,94,0,District,2917,1910635
505,Erin Arnold,F,10th,Huang High School,96,78,0,District,2917,1910635
506,Nicholas Wu,M,10th,Huang High School,85,74,0,District,2917,1910635
507,Kristen Wilson,F,12th,Huang High School,72,89,0,District,2917,1910635
508,Morgan Moore,F,10th,Huang High School,63,84,0,District,2917,1910635
509,Stephen Smith,M,9th,Huang High School,90,90,0,District,2917,1910635
510,Jeremy Romero,M,10th,Huang High School,76,58,0,District,2917,1910635
511,Julie Bush,F,9th,Huang High School,96,97,0,District,2917,1910635
512,Brittany Taylor,F,11th,Huang High School,81,58,0,District,2917,1910635
513,James Kim,M,10th,Huang High School,89,70,0,District,2917,1910635
514,Ashley Roberts,F,10th,Huang High School,93,66,0,District,2917,1910635
515,Brandon Johnson,M,10th,Huang High School,80,74,0,District,2917,1910635
516,David Davenport,M,12th,Huang High School,89,61,0,District,2917,1910635
517,Mark Washington,M,9th,Huang High School,84,78,0,District,2917,1910635
518,Alicia Marshall,F,9th,Huang High School,97,84,0,District,2917,1910635
519,Barbara Santana,F,12th,Huang High School,90,69,0,District,2917,1910635
520,Samantha Parker,F,10th,Huang High School,88,72,0,District,2917,1910635
521,Joseph Walters,M,11th,Huang High School,82,76,0,District,2917,1910635
522,Michael Zamora,M,11th,Huang High School,96,94,0,District,2917,1910635
523,Kyle Cobb,M,11th,Huang High School,72,87,0,District,2917,1910635
524,Jill Clark,F,10th,Huang High School,76,92,0,District,2917,1910635
525,Sarah Warren,F,11th,Huang High School,93,91,0,District,2917,1910635
526,Jennifer Robinson,F,10th,Huang High School,89,85,0,District,2917,1910635
527,Patricia Johnson,F,11th,Huang High School,79,68,0,District,2917,1910635
528,Henry Evans,M,10th,Huang High School,68,88,0,District,2917,1910635
529,Alexander Ramsey,M,10th,Huang High School,63,90,0,District,2917,1910635
530,Brandon Stephens,M,10th,Huang High School,89,94,0,District,2917,1910635
531,Jeff Holland,M,9th,Huang High School,72,79,0,District,2917,1910635
532,Samuel Schultz,M,10th,Huang High School,93,93,0,District,2917,1910635
533,Brett Johnson,M,11th,Huang High School,66,72,0,District,2917,1910635
534,Daniel Sherman,M,12th,Huang High School,64,63,0,District,2917,1910635
535,Justin Mccall,M,11th,Huang High School,81,56,0,District,2917,1910635
536,Jonathan Evans,M,9th,Huang High School,99,83,0,District,2917,1910635
537,Jacqueline Kennedy,F,11th,Huang High School,63,69,0,District,2917,1910635
538,Martin Stephenson,M,10th,Huang High School,96,63,0,District,2917,1910635
539,Lindsey Lane,F,9th,Huang High School,90,81,0,District,2917,1910635
540,Jessica Hart,F,10th,Huang High School,95,98,0,District,2917,1910635
541,Edward Lucas,M,10th,Huang High School,76,98,0,District,2917,1910635
542,Lisa Osborne,F,9th,Huang High School,86,69,0,District,2917,1910635
543,Hannah Black,F,9th,Huang High School,80,94,0,District,2917,1910635
544,Alexander Paul,M,9th,Huang High School,72,65,0,District,2917,1910635
545,Brenda Wong,F,12th,Huang High School,63,78,0,District,2917,1910635
546,Thomas Delgado,M,12th,Huang High School,86,80,0,District,2917,1910635
547,Jeremy Sutton,M,9th,Huang High School,74,95,0,District,2917,1910635
548,Paula Donaldson,F,9th,Huang High School,64,85,0,District,2917,1910635
549,Valerie Thompson,F,9th,Huang High School,97,94,0,District,2917,1910635
550,John Schaefer,M,12th,Huang High School,96,86,0,District,2917,1910635
551,Jesus Manning,M,11th,Huang High School,73,95,0,District,2917,1910635
552,Tyrone Lawson,M,10th,Huang High School,73,87,0,District,2917,1910635
553,Carl May,M,10th,Huang High School,72,58,0,District,2917,1910635
554,Brittany Russell,F,12th,Huang High School,67,55,0,District,2917,1910635
555,Philip Edwards,M,9th,Huang High School,64,55,0,District,2917,1910635
556,Robert Aguilar,M,9th,Huang High School,88,82,0,District,2917,1910635
557,Aaron Russo,M,10th,Huang High School,92,60,0,District,2917,1910635
558,Tracy Andrade,M,9th,Huang High School,96,77,0,District,2917,1910635
559,Amy Sullivan,F,12th,Huang High School,73,60,0,District,2917,1910635
560,Howard Beck,M,10th,Huang High School,79,65,0,District,2917,1910635
561,Dr. Xavier Bell II,M,11th,Huang High School,84,91,0,District,2917,1910635
562,Dawn Schultz,F,10th,Huang High School,96,88,0,District,2917,1910635
563,Caleb Lucas,M,12th,Huang High School,74,68,0,District,2917,1910635
564,Barbara Gonzalez,F,10th,Huang High School,94,92,0,District,2917,1910635
565,Charles Yang,M,10th,Huang High School,79,70,0,District,2917,1910635
566,David Gallagher,M,12th,Huang High School,77,79,0,District,2917,1910635
567,Bethany Vargas,F,11th,Huang High School,91,87,0,District,2917,1910635
568,Jennifer Schultz,F,12th,Huang High School,81,74,0,District,2917,1910635
569,Paula Marshall,F,9th,Huang High School,76,66,0,District,2917,1910635
570,Jordan Elliott,M,11th,Huang High School,89,69,0,District,2917,1910635
571,Samantha Mcmillan,F,12th,Huang High School,77,56,0,District,2917,1910635
572,Judith Johnson,F,9th,Huang High School,77,56,0,District,2917,1910635
573,Grace Palmer,F,10th,Huang High School,91,73,0,District,2917,1910635
574,Brandon Ramirez,M,10th,Huang High School,93,96,0,District,2917,1910635
575,Carol Smith,F,10th,Huang High School,72,87,0,District,2917,1910635
576,Matthew Odom,M,9th,Huang High School,91,90,0,District,2917,1910635
577,Erika Gray,F,10th,Huang High School,79,62,0,District,2917,1910635
578,Donna Kramer,F,11th,Huang High School,85,86,0,District,2917,1910635
579,Jonathan Snyder,M,10th,Huang High School,71,78,0,District,2917,1910635
580,Frank Howe,M,11th,Huang High School,80,89,0,District,2917,1910635
581,Amy Beck,F,9th,Huang High School,83,83,0,District,2917,1910635
582,Lori Holmes,F,9th,Huang High School,72,94,0,District,2917,1910635
583,Rebekah Hampton,F,11th,Huang High School,77,81,0,District,2917,1910635
584,Perry Bishop,M,9th,Huang High School,85,73,0,District,2917,1910635
585,Andrew Hanson MD,M,12th,Huang High School,73,73,0,District,2917,1910635
586,Jody Hughes,F,11th,Huang High School,96,76,0,District,2917,1910635
587,Anna Garcia,F,11th,Huang High School,78,97,0,District,2917,1910635
588,Colleen Walker,F,11th,Huang High School,90,74,0,District,2917,1910635
589,Danny Bridges,M,11th,Huang High School,83,66,0,District,2917,1910635
590,Kristina Ford,F,10th,Huang High School,92,75,0,District,2917,1910635
591,Sabrina Davidson,F,9th,Huang High School,93,68,0,District,2917,1910635
592,Alexander Freeman,M,9th,Huang High School,73,86,0,District,2917,1910635
593,Jack Davis,M,9th,Huang High School,63,93,0,District,2917,1910635
594,Victor Rivera,M,11th,Huang High School,79,87,0,District,2917,1910635
595,Elizabeth Pena,F,11th,Huang High School,93,56,0,District,2917,1910635
596,Neil Castro,M,12th,Huang High School,69,92,0,District,2917,1910635
597,Michael Briggs,M,10th,Huang High School,85,90,0,District,2917,1910635
598,Anna Andersen,F,9th,Huang High School,77,81,0,District,2917,1910635
599,Elizabeth Oconnor,F,9th,Huang High School,77,59,0,District,2917,1910635
600,Zachary Brooks,M,11th,Huang High School,91,72,0,District,2917,1910635
601,Scott Jackson,M,12th,Huang High School,74,74,0,District,2917,1910635
602,Mary Fuentes,F,12th,Huang High School,69,81,0,District,2917,1910635
603,Denise Reyes,F,11th,Huang High School,75,61,0,District,2917,1910635
604,Janice Collier,F,9th,Huang High School,91,85,0,District,2917,1910635
605,Tina Barber,F,10th,Huang High School,96,80,0,District,2917,1910635
606,Keith Rojas,M,12th,Huang High School,78,96,0,District,2917,1910635
607,Michelle Decker,F,11th,Huang High School,82,57,0,District,2917,1910635
608,James Smith,M,9th,Huang High School,65,60,0,District,2917,1910635
609,Alexandra Thompson,F,10th,Huang High School,70,71,0,District,2917,1910635
610,Jacqueline Campbell,F,11th,Huang High School,78,92,0,District,2917,1910635
611,Austin Clark,M,10th,Huang High School,71,85,0,District,2917,1910635
612,Brooke Thomas,F,10th,Huang High School,86,95,0,District,2917,1910635
613,Molly Smith,F,9th,Huang High School,96,72,0,District,2917,1910635
614,Pamela Beck,F,9th,Huang High School,82,67,0,District,2917,1910635
615,Timothy Morris,M,12th,Huang High School,72,85,0,District,2917,1910635
616,Lauren White,F,10th,Huang High School,94,71,0,District,2917,1910635
